@relation 'cleansed_data-weka.filters.unsupervised.attribute.Remove-R10,14,22_predicted'

@attribute yearID numeric
@attribute G numeric
@attribute R numeric
@attribute H numeric
@attribute 2B numeric
@attribute 3B numeric
@attribute predictedHR numeric
@attribute HR numeric
@attribute RBI numeric
@attribute salary numeric
@attribute weight numeric
@attribute height numeric
@attribute bats {R,L,B}
@attribute AB numeric
@attribute SO numeric
@attribute BB numeric
@attribute IBB numeric
@attribute SH numeric
@attribute SF numeric
@attribute GIDP numeric
@attribute R_avg numeric
@attribute H_avg numeric
@attribute 2B_avg numeric
@attribute 3B_avg numeric
@attribute HR_avg numeric
@attribute salary_avg numeric
@attribute weight_avg numeric
@attribute height_avg numeric
@attribute AB_avg numeric
@attribute SO_avg numeric
@attribute BB_avg numeric
@attribute IBB_avg numeric
@attribute SH_avg numeric
@attribute SF_avg numeric
@attribute GIDP_avg numeric
@attribute G_avg numeric
@attribute RBI_avg numeric
@attribute num_years_in_league numeric
@attribute age numeric

@data
1986,103,58,113,21,1,24.141532,24,69,60000,175,76,R,416,123,16,0,1,0,8,58,113,21,1,24,60000,175,76,416,123,16,0,1,0,8,103,69,0,24
1999,14,0,3,1,0,-0.509722,0,0,750000,195,75,L,10,1,0,0,0,0,3,2.6,9,2.6,0.2,0,276800,195,75,35,4.4,1.8,0,2.6,0,1.6,21,3.8,6,29
2004,29,8,9,3,0,2.070998,2,5,300000,215,77,R,69,24,1,0,0,0,0,8,9,3,0,2,300000,215,77,69,24,1,0,0,0,0,29,5,1,26
2008,77,23,28,5,1,9.723524,8,21,1275000,230,73,R,154,46,15,1,0,1,1,41.333333,65.333333,15.333333,1.333333,15,679533.333333,230,73,295.666667,96,37,1.333333,0,4.666667,4,100.333333,43,5,28
1992,56,6,11,3,0,-0.712317,1,5,715000,185,72,B,58,11,6,2,1,0,0,25.714286,47.714286,7.142857,1.857143,1,388571.428571,185,72,200.142857,33.857143,19.714286,1,3.142857,1.285714,4.142857,84,16.428571,8,28
2004,72,0,0,0,0,-0.04413,0,0,1025000,175,74,R,0,0,0,0,0,0,0,0,0,0,0,0,522166.666667,175,74,0,0,0,0,0,0,0,63.666667,0,5,28
2011,75,25,57,11,1,5.179963,4,24,2000000,195,70,R,213,30,22,1,1,0,3,36.416667,70.833333,14.416667,1.416667,4.333333,1409583.333333,195,70,278.166667,36.166667,23.5,0.5,5.666667,2.25,5.083333,85.333333,25.083333,13,35
1987,14,0,0,0,0,-0.048497,0,0,625000,200,73,R,0,0,0,0,0,0,0,0,0,0,0,0,625000,200,73,0,0,0,0,0,0,0,14,0,2,27
2002,31,0,0,0,0,-0.002635,0,0,255000,200,75,R,0,0,0,0,0,0,0,0,0,0,0,0,225833.333333,200,75,0,0,0,0,0,0,0,35.666667,0,3,31
1987,49,15,31,9,0,2.984927,3,12,534343,200,74,L,145,11,17,2,0,1,9,22.75,55,12.5,0.5,6.25,440272.25,200,74,188.25,14.75,22.75,2.25,0.25,0.75,7.75,63.5,25.75,9,34
2012,26,0,0,0,0,0.568571,0,0,750000,245,74,R,3,1,0,0,0,0,0,3.470588,11.352941,2.058824,0.117647,0.529412,3695588.235294,245,74,49.411765,6.470588,0.411765,0,5.941176,0.176471,1.588235,27.117647,4.764706,16,37
2013,33,4,12,2,0,1.357504,2,4,8000000,210,74,R,57,29,0,0,7,0,1,5,10.833333,2.666667,0,1.666667,3086333.333333,210,74,53.666667,19.833333,1.666667,0,4.833333,0.166667,0.5,27.833333,5.833333,6,27
2009,54,13,28,5,0,4.193774,2,14,1100000,200,73,R,115,30,5,0,0,0,3,18.8,44.2,6.8,0.6,4,735000,200,73,165,27.8,9.4,0.4,0,0.8,4.8,68.2,18.4,6,32
1989,11,7,13,2,0,2.316948,2,8,325000,195,71,L,38,5,7,0,0,1,1,47,73.4,15.2,1.2,10.8,196300,195,71,243,43.8,42.4,4.6,0.4,1.4,4.6,75.4,33.6,3,26
2002,30,0,0,0,0,0.081737,0,0,250000,205,74,R,5,2,0,0,0,0,0,0,0,0,0,0,250000,205,74,4.5,1.5,0,0,0.5,0,0,26,0,3,30
1990,45,5,21,3,1,-2.615851,0,5,100000,180,72,R,75,9,3,0,5,0,3,28.666667,64,8.666667,1,0.333333,93333.333333,180,72,242.333333,30.333333,17.666667,0.333333,7.666667,1,4,76.333333,17.666667,3,30
2009,82,32,76,12,2,4.102209,5,35,3375000,220,76,R,304,46,12,2,1,4,10,61.8,133.2,25.8,2.6,14.8,1604400,220,76,497,92.8,25.4,4.2,0.2,4.6,12,127.2,71,4,25
1995,62,17,47,14,1,0.115338,2,15,2675000,190,72,R,219,31,11,0,0,1,9,20.888889,64.111111,13.111111,1.222222,3.222222,1053055.555556,190,72,253.222222,36.444444,16.666667,3.555556,1.666667,2.222222,6.222222,81.333333,27.444444,8,33
2009,152,86,173,43,2,33.696977,34,108,1100000,220,73,B,566,117,46,10,0,8,15,86,173,43,2,34,1100000,220,73,566,117,46,10,0,8,15,152,108,3,26
2005,78,0,0,0,0,-0.042448,0,0,328000,230,76,L,0,0,0,0,0,0,0,0,0,0,0,0,316000,230,76,0.333333,0,0,0,0,0,0,66.666667,0,4,30
2009,32,13,16,3,1,4.031881,4,7,403000,200,74,L,74,25,15,0,0,1,4,13,16,3,1,4,403000,200,74,74,25,15,0,0,1,4,32,7,1,27
2014,75,0,0,0,0,0.003597,0,0,1400000,210,72,L,0,0,0,0,0,0,0,0,0,0,0,0,696625,210,72,0.5,0,0,0,0,0,0,70.5,0,5,29
2000,30,0,0,0,0,-0.010212,0,0,200000,210,72,L,1,0,0,0,0,0,0,0,0,0,0,0,200000,210,72,1,0,0,0,0,0,0,30,0,0,21
2008,138,57,107,10,4,5.716579,5,29,396000,180,70,L,467,111,37,0,7,1,3,43,70,6.5,3.5,3,388000,180,70,293,66,25,1,4,0.5,2,121.5,17.5,2,26
2012,32,4,9,1,0,0.750279,1,3,8166666,195,75,R,63,28,1,0,6,1,1,2.8,6.4,1.4,0,0.6,5169083.2,195,75,49,21.7,1.4,0,6,0.3,0.7,33.8,2.9,12,35
2004,127,66,115,17,0,27.231875,24,84,4250000,235,76,R,448,130,78,7,0,6,10,72.25,132,29,2,27.25,2327500,235,76,523.75,146.75,77.25,6.25,0,4.25,14,146.25,88.25,4,28
1998,51,0,0,0,0,-0.03811,0,0,287500,205,75,R,0,0,0,0,0,0,0,0,0,0,0,0,197875,205,75,0.5,0,0,0,0,0,0,50.5,0,3,28
2005,135,28,124,20,0,3.9108,5,48,1950000,255,74,R,432,39,16,1,3,7,15,37.5,107.25,20.75,0.25,7.75,695000,255,74,407.25,36.75,20,2.25,1.5,5.5,15.75,117.25,49.25,5,30
2002,41,0,0,0,0,0.046984,0,0,3000000,225,80,L,4,2,0,0,0,0,0,0,0,0,0,0,1697857.142857,225,80,0.857143,0.285714,0.142857,0,0,0,0,53.142857,0,9,35
1993,133,76,110,10,5,5.345808,5,26,109000,175,73,R,438,97,50,2,1,1,7,76,110,10,5,5,109000,175,73,438,97,50,2,1,1,7,133,26,0,23
2004,53,33,56,16,2,2.243622,2,14,307500,195,72,B,220,31,5,0,4,0,1,33,56,16,2,2,307500,195,72,220,31,5,0,4,0,1,53,14,1,21
2010,108,60,127,31,3,21.85288,22,78,440000,230,74,R,399,81,38,5,1,6,12,56.666667,106.333333,22.333333,2,21.333333,410023.333333,230,74,389.333333,95.333333,36,4,0.666667,3,8.666667,110.666667,62.666667,5,30
1988,97,33,91,25,1,9.053752,9,43,531500,190,73,R,322,54,24,3,5,4,10,35.333333,90,19.666667,2,10,359333.333333,190,73,326.333333,51.333333,20,1.333333,3,2.333333,8.666667,98,41.333333,6,30
1994,82,48,79,12,4,8.597919,9,33,192500,220,74,L,276,56,34,3,0,1,3,66.5,107,19,6,13.5,150750,220,74,378,89,38,4,1,2,4,112.5,48.5,2,27
1994,90,27,55,13,0,3.061879,1,19,475000,170,72,R,231,33,6,0,4,2,7,33,83.333333,14.5,0.833333,2,334833.333333,170,72,326.166667,41.666667,10.166667,0.166667,9.5,2,8.5,116.666667,23.5,10,32
1999,75,0,0,0,0,-0.084004,0,0,1500000,200,74,R,0,0,0,0,0,0,0,0,0,0,0,0,766666.666667,200,74,0.333333,0.333333,0,0,0,0,0,73,0,7,32
2000,22,2,9,1,0,-0.19012,1,2,6666667,210,75,R,40,13,1,0,4,0,1,3.625,8.125,1.625,0,0.5,2158895.875,210,75,51.875,22.875,1.5,0,8.25,0.125,0.75,28.25,4.125,8,32
2010,77,44,79,20,2,11.558614,11,43,5450000,215,74,R,281,64,24,0,0,3,4,40.166667,72.166667,14.833333,1,13.666667,2605533.333333,215,74,267.5,66.666667,26.666667,1,0.333333,2.833333,4.5,76.833333,48,8,32
1985,161,107,240,42,3,8.080592,8,78,1000000,190,74,L,653,61,96,5,3,2,20,107,240,42,3,8,1000000,190,74,653,61,96,5,3,2,20,161,78,3,27
1999,118,43,105,20,1,7.468196,4,48,625000,185,75,R,347,31,36,6,1,2,12,21.857143,54.428571,8.571429,0.857143,2,341500,185,75,196.428571,20.857143,19.428571,1.571429,1.714286,1.571429,5.571429,85.285714,23.142857,7,32
2001,78,20,59,17,1,4.555926,4,29,3000000,195,73,R,248,33,10,1,5,1,9,25.555556,66.888889,13.333333,0.333333,6.111111,1159990,195,73,266.888889,39,14.777778,1.222222,3.111111,2.444444,7.555556,81.111111,30.888889,9,34
2009,15,0,0,0,0,0.048184,0,0,420000,250,75,L,0,0,0,0,0,0,0,0,0,0,0,0,407500,250,75,0,0,0,0,0,0,0,31,0,2,26
1986,73,1,0,0,0,-0.035469,0,0,890000,180,76,R,5,1,1,0,0,0,0,0.333333,0,0,0,0,850000,180,76,2.666667,0.666667,0.333333,0,0,0,0,44.666667,0,12,39
2008,26,5,1,0,1,0.114067,0,1,390000,210,71,R,17,6,1,0,0,0,0,5,1,0,1,0,390000,210,71,17,6,1,0,0,0,0,26,1,1,26
2009,3,0,0,0,0,0.062934,0,0,435000,215,76,R,0,0,0,0,0,0,0,0,0,0,0,0,411833.333333,215,76,0,0,0,0,0,0,0,20.333333,0,3,28
1994,28,5,11,0,0,0.37973,2,4,160000,172,69,R,49,4,1,0,0,0,1,12.666667,32,6,0.666667,1.333333,111500,172,69,133.333333,14.333333,8,0.333333,1.333333,0.333333,4,54,13.333333,8,33
1993,83,52,83,11,1,17.638599,18,46,4300000,200,75,L,302,55,42,4,0,4,9,77.625,125,22.125,1.875,28.5,2170625,200,75,444.375,105.25,78.625,10.75,0.25,3.625,10.125,128.875,77,7,30
2013,158,89,174,37,3,23.019351,24,93,492500,220,72,R,579,110,76,2,1,6,15,61.5,120,26.5,1.5,16.5,486250,220,72,426.5,85.5,45,1,0.5,3.5,10.5,116.5,63,3,28
1994,24,6,21,3,1,0.983026,1,5,109000,170,72,R,79,5,3,0,1,0,4,6,21,3,1,1,109000,170,72,79,5,3,0,1,0,4,24,5,0,22
1986,153,52,135,23,2,5.891965,8,44,650000,185,74,B,523,84,52,16,7,3,18,55.5,145,24.5,2.5,4.5,600000,185,74,524.5,74.5,51.5,16.5,4.5,4,15.5,152.5,39,8,30
2000,18,0,0,0,0,0.004443,0,0,207500,175,72,R,0,0,0,0,0,0,0,0,0,0,0,0,207500,175,72,0,0,0,0,0,0,0,18,0,1,27
2008,163,97,187,47,4,29.963916,23,129,8400000,220,76,L,623,85,76,16,0,10,20,85,163.5,34.5,3,27.5,3407500,220,76,573.75,90.75,59.25,11,0,8.75,14.75,154.5,112.25,5,27
1999,32,0,1,0,0,-0.09981,0,0,625000,285,71,R,7,5,0,0,1,0,0,0,0.666667,0,0,0,318333.333333,285,71,3.333333,2.333333,0,0,0.333333,0,0,27.333333,0.333333,2,26
1991,5,1,1,0,0,1.077117,1,1,100000,210,76,B,7,2,1,0,0,0,0,1,1,0,0,1,100000,210,76,7,2,1,0,0,0,0,5,1,0,23
2002,9,0,1,0,0,0.129236,0,0,200000,195,69,B,6,3,0,0,1,0,0,0,1,0,0,0,200000,195,69,6,3,0,0,1,0,0,9,0,1,25
1990,16,0,3,0,0,-0.337705,0,0,800000,205,74,L,28,13,1,0,1,0,1,0.666667,2.333333,0.666667,0,0,725000,205,74,22.666667,11.666667,1.333333,0,0.666667,0,0.333333,23.333333,0.666667,8,32
1991,69,0,0,0,0,-0.0297,0,0,155000,170,73,R,2,1,0,0,0,0,0,0,0,0,0,0,114333.333333,170,73,1.333333,0.333333,0,0,0.333333,0,0,38.666667,0,4,29
2007,123,32,82,20,2,2.835708,1,31,750000,185,69,R,327,48,11,0,12,1,4,19.875,39.875,7.375,1.375,1,388475,185,69,168.25,26.5,8,0,4.5,1.125,3.5,69.125,12.875,8,33
2012,31,0,0,0,0,0.051458,0,1,1100000,200,75,L,4,2,0,0,1,0,0,0,0,0,0,0,1100000,200,75,4,2,0,0,1,0,0,31,1,1,23
1987,36,1,8,1,0,-0.088823,0,4,800000,195,75,R,65,17,1,0,10,0,0,1,8,1,0,0,800000,195,75,65,17,1,0,10,0,0,36,4,10,32
2012,80,47,69,8,1,13.281639,15,46,12250000,220,73,R,292,69,37,2,0,2,6,67,108.444444,26.222222,2,15.666667,6275247.222222,220,73,381.777778,83.555556,55.333333,2.333333,0,4.555556,7.666667,106.777778,63.888889,8,33
1985,71,19,28,2,0,1.044098,1,8,100000,185,74,R,102,17,2,0,0,0,2,19,28,2,0,1,100000,185,74,102,17,2,0,0,0,2,71,8,8,32
2001,53,0,0,0,0,-0.031365,0,0,1200000,185,76,R,0,0,0,0,0,0,0,0.1,0.1,0,0,0,634250,185,76,1.7,0.6,0,0,0.2,0,0.1,48.2,0,10,38
2009,10,0,0,0,0,0.05433,0,0,400000,220,77,R,0,0,0,0,0,0,0,0,0,0,0,0,400000,220,77,0,0,0,0,0,0,0,10,0,1,28
2014,32,0,0,0,0,0.053746,0,0,500000,190,75,R,4,2,0,0,0,0,0,0,0,0,0,0,500000,190,75,4,2,0,0,0,0,0,32,0,2,26
2009,19,0,0,0,0,0.03568,0,0,400000,235,76,L,0,0,0,0,1,0,0,0,0,0,0,0,400000,235,76,0,0,0,0,1,0,0,19,0,0,25
2004,28,0,0,0,0,0.00246,0,0,302500,185,70,R,1,0,0,0,1,0,0,0,0,0,0,0,302500,185,70,1,0,0,0,1,0,0,28,0,1,21
1992,19,0,3,0,0,-0.664682,0,1,2625000,205,72,R,36,19,0,0,4,0,0,3.166667,5,0.666667,0.166667,0,1760833.333333,205,72,41,22.166667,0.5,0,4.5,0.166667,0.166667,21.5,2.166667,9,30
1994,50,0,0,0,0,-0.292463,0,0,1500000,180,71,R,3,1,1,0,0,0,0,1,1.166667,0.166667,0,0,762500,180,71,9.833333,2.666667,0.5,0,1,0,0.166667,56.166667,0.833333,6,31
2010,69,16,31,11,1,2.760642,3,18,1500000,190,73,L,170,46,12,0,0,0,3,31.857143,62.142857,16.571429,0.857143,6.428571,1615857.142857,190,73,233.571429,54.714286,22.142857,2,0.571429,1.571429,5.857143,79,32.285714,6,32
1990,84,26,61,8,0,6.900648,5,30,550000,170,73,R,278,43,11,2,0,1,10,35.2,97.6,15.2,0.8,8.4,261000,170,73,417,59.8,11.8,2.6,1.2,2.6,13,112.4,45.2,5,27
2011,23,6,16,3,0,3.709514,4,10,1200000,240,75,R,68,23,7,0,0,0,0,11.416667,24.25,4.916667,0,5.083333,840000,240,75,101,26.333333,10.583333,1.25,0.666667,0.916667,2,40.5,15.916667,12,35
1999,37,19,42,13,0,5.842105,6,25,2800000,200,77,R,137,23,4,0,1,2,1,37.2,84.1,17.8,0.6,8.5,1775000,200,77,305.3,34.5,14.9,1,2.9,2.1,9.1,88.8,41.1,11,33
2011,27,0,0,0,0,-0.282163,0,0,8000000,200,72,R,5,4,0,0,1,0,0,1.1,1.6,0.6,0,0,4819500,200,72,14.9,8.4,0.9,0,1.7,0,0,30.5,1,11,33
1997,27,0,0,0,0,-0.019971,0,0,150000,205,73,R,0,0,0,0,0,0,0,0,0,0,0,0,150000,205,73,0,0,0,0,0,0,0,27,0,0,21
2006,114,43,103,20,3,7.671502,9,49,1700000,205,73,R,389,53,35,2,1,5,12,57.714286,131.5,25.428571,2.285714,14.428571,2186785.714286,205,73,457.571429,77.285714,44,2.928571,0.428571,6.785714,12.285714,130.928571,70.785714,16,40
1987,98,26,55,13,1,2.790564,3,25,259110,180,73,L,195,25,25,2,0,1,3,30.5,65.5,13.5,1,4,210805,180,73,220.5,24.5,19,2.5,0,4,4.5,104,32,6,30
2009,93,52,99,23,1,12.37683,11,54,13500000,250,76,R,346,58,46,3,0,2,8,93.2,166.2,36,4.2,25,5653200,250,76,520.4,95.4,53.2,4,0,3,14.6,134,96,5,29
2013,9,0,0,0,0,-0.017257,0,0,5875000,215,74,L,21,10,0,0,0,0,1,4.5,6.5,0.5,0.25,0.5,2521750,215,74,44.25,14,1.25,0,3.25,0,1,23,2.75,5,27
1999,149,55,117,22,3,11.128844,9,61,275000,185,73,R,440,50,38,2,2,2,12,18.8,36,6,0.6,2,169600,185,73,148.8,21,13.4,0.6,1,0.8,3.8,60,15.6,4,28
2013,48,0,0,0,0,0.034342,0,0,502500,210,76,R,1,1,0,0,0,0,0,0,0,0,0,0,495000,210,76,1.5,1,0,0,0,0,0,46,0,4,28
1987,146,90,186,29,8,9.563881,5,67,400000,165,74,B,578,48,51,3,4,4,14,84,187.333333,31,9,5.666667,267500,165,74,609.666667,47,40.333333,1.666667,5.333333,3.333333,11.333333,156.666667,61,4,25
2006,124,65,139,27,0,21.550611,23,85,1250000,220,74,R,448,59,33,0,0,6,14,53,118,22.666667,0.666667,16.666667,650666.666667,220,74,396.333333,49.333333,30,2.333333,0.666667,2.333333,13.333333,121.333333,64.333333,5,28
2013,129,44,121,22,1,16.614252,14,52,520000,205,74,R,477,112,34,1,1,4,11,50,110,20.5,1,19,502500,205,74,449.5,102,35.5,0.5,0.5,3,10,124,53.5,3,27
1992,88,24,77,21,2,2.362713,3,35,200000,160,68,R,287,34,30,0,10,3,5,22.666667,53.333333,13.333333,2,3.333333,141666.666667,160,68,210,32.666667,25.333333,0,5.666667,2.333333,3.333333,84.666667,25,2,28
1995,92,48,102,21,1,13.807329,10,55,1350000,195,72,R,333,51,25,3,0,3,10,59.428571,117.857143,21.142857,4.428571,13.714286,1315714.285714,195,72,454.285714,77,35,0.857143,2.428571,4.428571,10.428571,120.428571,60.571429,8,32
1997,31,0,0,0,0,-0.020777,0,0,150000,195,75,R,3,2,0,0,0,0,0,0,0,0,0,0,150000,195,75,3,2,0,0,0,0,0,31,0,1,26
2008,26,0,0,0,0,0.041525,0,0,1775000,185,70,R,0,0,0,0,0,0,0,0.333333,0,0,0,0,825833.333333,185,70,1.333333,0.666667,0.333333,0,0.666667,0,0,29.333333,0,5,25
2006,6,0,3,1,0,1.907029,0,2,9000000,220,75,L,4,0,2,0,0,0,0,58.785714,105,22.571429,2.142857,19.428571,4173250,220,75,373.928571,71.714286,55.071429,5.857143,0.214286,3.857143,7.928571,114.785714,67.285714,14,35
1987,116,46,93,17,2,21.97375,22,53,330000,220,73,R,396,158,30,0,1,2,3,46,93,17,2,22,330000,220,73,396,158,30,0,1,2,3,116,53,1,25
1992,13,0,0,0,0,-0.091662,0,0,2233334,200,74,R,3,0,0,0,1,0,0,2.875,8,1.125,0,0.375,1058131.625,200,74,49.75,14.375,2.375,0,7.5,0.375,0.25,27.875,4.5,11,37
2007,68,0,0,0,0,-0.025862,0,0,2700000,250,77,R,0,0,0,0,0,0,0,0,0,0,0,0,1158333.333333,250,77,0,0,0,0,0,0,0,68,0,4,30
2000,35,0,1,0,0,0.055028,0,0,5500000,187,75,L,6,2,0,0,0,0,0,0,0.666667,0,0,0,4994444.333333,187,75,5.333333,1,0,0,0.333333,0,0,33,0,13,37
1998,29,3,8,1,0,-0.688066,0,1,1450000,220,75,L,48,20,3,0,7,0,0,2.2,5.4,1.4,0,0,436800,220,75,40.4,16.4,2.2,0,2.8,0,2,30.2,2.4,4,28
1986,7,1,2,0,0,-0.034157,0,0,65000,185,73,R,14,11,0,0,2,0,1,1,2,0,0,0,65000,185,73,14,11,0,0,2,0,1,7,0,1,26
2011,23,7,11,2,0,0.238421,0,2,441000,230,76,R,39,11,1,0,5,0,1,4,9,1,0,0,429500,230,76,36,13,1.5,0,4.5,0,1,21,2,4,25
2001,68,0,0,0,0,-0.063527,0,0,4250000,205,76,R,1,0,0,0,0,0,0,0,0,0,0,0,3015000,205,76,0.2,0,0,0,0,0,0,52.6,0,10,35
2001,82,0,0,0,0,-0.137989,0,0,2400000,180,73,L,2,2,0,0,0,0,0,1.6,1.7,0.2,0.1,0,2283150.1,180,73,22.3,12.7,1.6,0,3.8,0.1,0,42.8,0.5,10,38
2005,57,7,27,5,0,0.704528,2,13,321000,182,70,L,117,22,9,1,4,1,5,8,22,3.5,0.5,1,313000,182,70,94,19,6.5,1,2,0.5,3.5,46.5,10,3,28
2004,54,14,31,6,0,3.400425,2,9,650000,185,73,R,151,34,9,0,1,0,3,19,51.555556,11.222222,0.444444,4.555556,1042777.777778,185,73,199.777778,32.666667,12.777778,0.666667,2.111111,1.222222,4.111111,68.333333,20.777778,9,34
1997,46,16,28,8,0,4.686915,5,19,175000,170,72,R,102,15,8,0,1,2,3,15.666667,37.666667,6,0.333333,3.333333,131500,170,72,146.333333,23,11.333333,0.666667,2.666667,1.666667,1.666667,53.333333,16.333333,2,26
1996,34,3,8,3,0,-0.029435,0,2,145000,205,74,R,58,21,1,0,5,0,1,1.666667,4.333333,1,0,0,121000,205,74,25,10.666667,0.333333,0,2.333333,0,0.333333,19,0.666667,2,25
2003,144,90,152,36,3,23.873326,16,85,10000000,205,69,R,511,92,55,6,1,5,18,76.5,150.083333,30.333333,2.583333,19,5542500,205,69,490.583333,67.75,29.5,4,1.25,4.25,16.25,127.916667,73.916667,12,32
2005,78,26,54,13,1,3.965925,5,22,575000,220,75,B,224,28,24,0,0,1,5,39.714286,82.428571,17.857143,1.285714,8.714286,651428.571429,220,75,325.714286,55,29,2.857143,2.285714,2.714286,7.285714,108.571429,39.142857,6,32
1986,35,0,0,0,0,-0.116357,0,0,633333,205,77,R,4,2,0,0,0,0,0,0,0,0,0,0,558333,205,77,5,3,0,0,0,0,0,43,0,8,32
2006,151,115,160,29,2,46.342798,54,137,6500000,230,76,L,558,117,119,23,0,5,12,76.375,127.625,32.5,1.375,28.75,2398437.5,230,76,449.625,95.625,66.625,7.625,0.125,5.5,9.75,127.25,94.625,9,31
2014,64,0,0,0,0,0.010208,0,0,514000,180,75,R,0,0,0,0,0,0,0,0,0,0,0,0,502000,180,75,0,0,0,0,0,0,0,54.5,0,1,26
1993,30,0,0,0,0,-0.04146,0,0,2750000,220,75,R,0,0,0,0,0,0,0,0,0,0,0,0,2750000,220,75,0,0,0,0,0,0,0,30,0,7,30
1994,7,1,1,0,0,0.105378,0,1,110000,195,72,L,6,1,0,0,0,0,0,1,2,0,0,0,109500,195,72,9.5,1,0,0,0,0,0,7.5,1,1,25
2000,11,3,7,3,0,-0.072098,0,5,227500,175,72,L,29,4,5,0,0,1,0,8.5,18,4,0.5,1.5,216250,175,72,58.5,8.5,5,0,0.5,1,2,21.5,11,4,27
1986,30,6,10,4,0,0.097946,0,4,1000000,200,76,L,51,12,18,2,0,0,0,24,53.5,10.5,0.5,6,1033333.5,200,76,226.5,35,51,6,0,2,4,76.5,32.5,10,32
2006,84,0,1,0,0,-0.103293,0,0,3000000,215,77,L,1,0,0,0,0,0,0,0,0.111111,0,0,0,1011666.666667,215,77,0.222222,0,0,0,0,0,0,53.444444,0,8,33
1993,33,0,0,0,0,0.004734,0,0,175000,175,75,R,0,0,0,0,0,0,0,0.5,1.5,1.5,0,0,118500,175,75,7,3,0,0,0,0,0,30,0,8,30
2008,79,44,78,14,2,4.510936,3,37,1200000,155,68,B,290,27,26,0,2,2,9,43.25,81.25,15,2.75,3.75,576750,155,68,292.25,30.5,28.5,1.25,2.25,2,6.25,90.5,36.75,4,28
2004,14,0,0,0,0,0.024309,0,0,311500,220,75,R,0,0,0,0,0,0,0,0.333333,0.333333,0,0,0,274333.333333,220,75,1.666667,0.333333,0,0,0.333333,0,0,19,0,5,27
1993,62,24,39,10,4,3.133294,3,20,130000,185,72,R,159,28,5,1,5,0,0,24,39,10,4,3,130000,185,72,159,28,5,1,5,0,0,62,20,10,35
1993,14,0,1,0,0,-0.033345,0,0,130000,205,75,R,10,7,0,0,3,0,0,0,1,0,0,0,130000,205,75,10,7,0,0,3,0,0,14,0,2,24
2000,152,108,170,29,1,38.351488,43,137,3103333,240,75,L,510,96,137,6,0,8,9,82,145,30.166667,0.833333,24.833333,992611,240,75,479.666667,86.5,76.166667,4.166667,0.333333,6.666667,11,133.166667,92.5,5,29
2014,44,0,0,0,0,0.030403,0,0,1775000,200,76,L,0,0,0,0,0,0,0,0,0.166667,0,0,0,994166.666667,200,76,2.5,0.833333,0,0,0,0,0,56.333333,0,4,28
2008,112,42,96,28,4,4.492349,6,35,650000,210,73,R,394,71,25,1,0,0,16,35.166667,81.166667,17.166667,1.666667,6.5,695833.333333,210,73,319.666667,63,18.5,3.166667,1.166667,2.333333,12,98.666667,36.333333,4,27
2012,61,13,20,1,0,0.151909,0,7,625000,175,71,L,104,18,8,0,2,0,2,13,20,1,0,0,625000,175,71,104,18,8,0,2,0,2,61,7,0,31
2004,7,1,2,1,0,-0.195633,0,2,2000000,205,75,L,19,3,1,1,0,0,2,48.375,96.375,19.75,1.5,11.5,983750,205,75,374.125,70.625,47.5,3.75,0.25,2.875,9.625,107,51,6,29
2008,127,53,103,19,3,11.355755,8,46,9400000,200,75,B,426,95,45,2,0,2,12,48.75,84.125,17.625,2.5,9.75,2609375,200,75,325.625,64.375,34.25,2,0.75,2.5,6.875,92.5,39.5,9,34
1999,130,49,79,20,3,18.043582,16,58,290000,220,75,L,341,114,22,3,0,4,4,40,70.666667,14.666667,3.666667,11.666667,208333.333333,220,75,275,79,19.666667,1.666667,0.666667,1.666667,2.333333,100,40.333333,3,28
2006,39,0,0,0,0,-0.028289,0,0,2400000,227,76,R,0,0,0,0,0,0,0,0.8,2.8,0.2,0.2,0,1089000,227,76,16.8,4.6,0.6,0,1.8,0,0.2,28.8,1.2,5,27
2003,20,0,0,0,0,0.015431,0,0,305000,235,76,R,1,0,0,0,0,0,0,0,0,0,0,0,252500,235,76,1,0,0,0,0,0,0,24,0,2,26
2006,157,82,154,35,1,27.657964,28,81,329500,275,71,L,569,125,59,5,0,8,17,82,154,35,1,28,329500,275,71,569,125,59,5,0,8,17,157,81,1,22
2010,159,115,183,39,1,41.045788,42,118,14595953,230,75,R,587,76,103,38,0,6,23,118.6,190,42.6,1.5,40.8,8953204.1,230,75,573.3,64.6,91.4,23.6,0.1,6.1,20.3,155.8,123,9,30
1986,31,7,15,3,0,7.158384,5,10,1370000,176,71,R,61,19,2,0,0,0,1,53,85.5,12.5,1,19,1320000,176,71,274,43.5,42.5,7,0,2.5,7,84,48.5,8,30
1997,64,0,0,0,0,-0.077009,0,0,1616667,190,73,L,0,0,0,0,0,0,0,0.125,0.75,0.125,0,0,952458.375,190,73,1.375,0.125,0.125,0,0.125,0,0,46.25,0.25,8,30
2011,118,77,122,26,2,15.883447,20,49,4500000,220,70,R,453,107,50,3,1,3,6,77.666667,107.333333,20.166667,4,16,2216000,220,70,415.666667,108.833333,52,1.5,1.166667,2.333333,4.333333,109.5,45.333333,8,29
2002,66,0,2,0,0,0.259869,0,2,3550000,250,77,R,3,0,0,0,0,0,0,0,0.333333,0,0,0,1159166.666667,250,77,2,1.166667,0,0,0,0,0,56.666667,0.333333,5,30
